Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Month,Month End Characters,Month No.
3643,CA-2014-156594,Saturday 20 December 2014,Tuesday 23 December 2014,Second Class,MC-17845,Michael Chen,Consumer,United States,Los Angeles,California,90008,West,OFF-BI-10004632,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,$488,2,0.2,$152,Dec,ember,12
3646,CA-2014-156594,Saturday 20 December 2014,Tuesday 23 December 2014,Second Class,MC-17845,Michael Chen,Consumer,United States,Los Angeles,California,90008,West,OFF-BI-10003007,Office Supplies,Binders,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",$155,5,0.2,$50,Dec,ember,12
3791,CA-2014-107139,Saturday 5 July 2014,Friday 11 July 2014,Standard Class,DP-13390,Dennis Pardue,Home Office,United States,Los Angeles,California,90004,West,OFF-BI-10001670,Office Supplies,Binders,Vinyl Sectional Post Binders,$181,6,0.2,$68,Jul,y,7
3843,CA-2014-101931,Tuesday 28 October 2014,Friday 31 October 2014,First Class,TS-21370,Todd Sumrall,Corporate,United States,Los Angeles,California,90049,West,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,$7,2,0.2,$2,Oct,ober,10
4117,CA-2015-153416,Tuesday 24 November 2015,Sunday 29 November 2015,Standard Class,TS-21340,Toby Swindell,Consumer,United States,Los Angeles,California,90036,West,OFF-BI-10002813,Office Supplies,Binders,Avery Reinforcements for Hole-Punch Pages,$3,2,0.2,$1,Nov,ember,11
4120,CA-2015-153416,Tuesday 24 November 2015,Sunday 29 November 2015,Standard Class,TS-21340,Toby Swindell,Consumer,United States,Los Angeles,California,90036,West,OFF-BI-10002706,Office Supplies,Binders,Avery Premier Heavy-Duty Binder with Round Locking Rings,$91,8,0.2,$30,Nov,ember,11
4136,CA-2017-105914,Monday 2 October 2017,Sunday 8 October 2017,Standard Class,PV-18985,Paul Van Hugh,Home Office,United States,Los Angeles,California,90036,West,OFF-BI-10002854,Office Supplies,Binders,"Performers Binder/Pad Holder, Black",$112,5,0.2,$42,Oct,ober,10
4242,CA-2014-133704,Saturday 20 September 2014,Friday 26 September 2014,Standard Class,MA-17995,Michelle Arnett,Home Office,United States,Los Angeles,California,90004,West,OFF-BI-10001636,Office Supplies,Binders,Ibico Plastic and Wire Spiral Binding Combs,$20,3,0.2,$7,Sep,tember,9
4307,CA-2016-161095,Tuesday 28 June 2016,Tuesday 28 June 2016,Same Day,CS-12250,Chris Selesnick,Corporate,United States,Los Angeles,California,90032,West,OFF-BI-10002764,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,$8,3,0.2,$3,Jun,e,6
4308,CA-2016-161095,Tuesday 28 June 2016,Tuesday 28 June 2016,Same Day,CS-12250,Chris Selesnick,Corporate,United States,Los Angeles,California,90032,West,OFF-BI-10001524,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,$34,2,0.2,$12,Jun,e,6
4311,CA-2014-125829,Tuesday 4 November 2014,Tuesday 11 November 2014,Standard Class,WB-21850,William Brown,Consumer,United States,Los Angeles,California,90045,West,OFF-BI-10001036,Office Supplies,Binders,Cardinal EasyOpen D-Ring Binders,$22,3,0.2,$8,Nov,ember,11
4316,CA-2015-115945,Thursday 25 June 2015,Wednesday 1 July 2015,Standard Class,AB-10165,Alan Barnes,Consumer,United States,Los Angeles,California,90045,West,OFF-BI-10004330,Office Supplies,Binders,"GBC Velobind Prepunched Cover Sets, Regency Series",$89,3,0.2,$28,Jun,e,6
4483,CA-2016-109365,Thursday 3 November 2016,Tuesday 8 November 2016,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Los Angeles,California,90049,West,OFF-BI-10003981,Office Supplies,Binders,"Avery Durable Plastic 1"" Binders",$44,12,0.2,$16,Nov,ember,11
4485,CA-2016-109365,Thursday 3 November 2016,Tuesday 8 November 2016,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Los Angeles,California,90049,West,OFF-BI-10002071,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,$9,2,0.2,$3,Nov,ember,11
4621,CA-2017-145219,Sunday 24 December 2017,Monday 25 December 2017,First Class,RM-19675,Robert Marley,Home Office,United States,Los Angeles,California,90049,West,OFF-BI-10001670,Office Supplies,Binders,Vinyl Sectional Post Binders,$90,3,0.2,$34,Dec,ember,12
4708,CA-2017-138149,Thursday 29 June 2017,Friday 30 June 2017,First Class,WB-21850,William Brown,Consumer,United States,Los Angeles,California,90049,West,OFF-BI-10003091,Office Supplies,Binders,GBC DocuBind TL200 Manual Binding Machine,$896,5,0.2,$302,Jun,e,6
4827,US-2017-136707,Sunday 12 November 2017,Wednesday 15 November 2017,First Class,JE-15610,Jim Epp,Corporate,United States,Los Angeles,California,90036,West,OFF-BI-10003460,Office Supplies,Binders,Acco 3-Hole Punch,$14,4,0.2,$5,Nov,ember,11
4845,US-2014-128685,Friday 4 April 2014,Saturday 5 April 2014,First Class,MZ-17515,Mary Zewe,Corporate,United States,Los Angeles,California,90008,West,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,$7,2,0.2,$2,Apr,il,4
4857,CA-2015-137526,Tuesday 13 January 2015,Saturday 17 January 2015,Standard Class,PB-19150,Philip Brown,Consumer,United States,Los Angeles,California,90004,West,OFF-BI-10003364,Office Supplies,Binders,Binding Machine Supplies,$70,3,0.2,$25,Jan,uary,1
4949,CA-2017-107125,Monday 27 November 2017,Saturday 2 December 2017,Standard Class,BD-11320,Bill Donatelli,Consumer,United States,Los Angeles,California,90045,West,OFF-BI-10001989,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC,$117,7,0.2,$41,Nov,ember,11
5047,CA-2016-158694,Thursday 10 November 2016,Sunday 13 November 2016,Second Class,AI-10855,Arianne Irving,Consumer,United States,Los Angeles,California,90036,West,OFF-BI-10004656,Office Supplies,Binders,Peel & Stick Add-On Corner Pockets,$5,3,0.2,$2,Nov,ember,11
5075,CA-2017-151071,Tuesday 25 April 2017,Saturday 29 April 2017,Second Class,MB-18085,Mick Brown,Consumer,United States,Los Angeles,California,90049,West,OFF-BI-10002103,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",$14,2,0.2,$5,Apr,il,4
5247,CA-2016-156265,Tuesday 2 August 2016,Thursday 4 August 2016,Second Class,BF-11020,Barry Französisch,Corporate,United States,Los Angeles,California,90032,West,OFF-BI-10000285,Office Supplies,Binders,XtraLife ClearVue Slant-D Ring Binders by Cardinal,$13,2,0.2,$5,Aug,ust,8
5347,CA-2017-108539,Tuesday 21 March 2017,Thursday 23 March 2017,Second Class,SC-20725,Steven Cartwright,Consumer,United States,Los Angeles,California,90045,West,OFF-BI-10003981,Office Supplies,Binders,"Avery Durable Plastic 1"" Binders",$11,3,0.2,$4,Mar,ch,3
5348,CA-2017-108539,Tuesday 21 March 2017,Thursday 23 March 2017,Second Class,SC-20725,Steven Cartwright,Consumer,United States,Los Angeles,California,90045,West,OFF-BI-10001031,Office Supplies,Binders,Pressboard Data Binders by Wilson Jones,$9,2,0.2,$3,Mar,ch,3
5423,US-2016-163258,Thursday 29 December 2016,Monday 2 January 2017,Standard Class,PF-19225,Phillip Flathmann,Consumer,United States,Los Angeles,California,90045,West,OFF-BI-10000138,Office Supplies,Binders,Acco Translucent Poly Ring Binders,$11,3,0.2,$4,Dec,ember,12
5761,US-2016-111528,Friday 30 December 2016,Friday 30 December 2016,Same Day,JP-16135,Julie Prescott,Home Office,United States,Los Angeles,California,90032,West,OFF-BI-10002194,Office Supplies,Binders,Cardinal Hold-It CD Pocket,$6,1,0.2,$2,Dec,ember,12
5776,CA-2016-142398,Tuesday 12 April 2016,Saturday 16 April 2016,Standard Class,BP-11290,Beth Paige,Consumer,United States,Los Angeles,California,90036,West,OFF-BI-10004826,Office Supplies,Binders,JM Magazine Binder,$13,1,0.2,$5,Apr,il,4
5991,US-2017-163300,Friday 15 September 2017,Thursday 21 September 2017,Standard Class,ES-14020,Erica Smith,Consumer,United States,Los Angeles,California,90049,West,OFF-BI-10004390,Office Supplies,Binders,GBC DocuBind 200 Manual Binding Machine,"$2,357",7,0.2,$884,Sep,tember,9
6075,CA-2017-121398,Monday 25 December 2017,Friday 29 December 2017,Standard Class,FH-14365,Fred Hopkins,Corporate,United States,Los Angeles,California,90008,West,OFF-BI-10001718,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine,$154,3,0.2,$52,Dec,ember,12
6127,CA-2017-145772,Saturday 3 June 2017,Wednesday 7 June 2017,Standard Class,SS-20140,Saphhira Shifley,Corporate,United States,Los Angeles,California,90036,West,OFF-BI-10002049,Office Supplies,Binders,UniKeep View Case Binders,$4,1,0.2,$1,Jun,e,6
6241,US-2016-131912,Saturday 29 October 2016,Tuesday 1 November 2016,Second Class,LH-17155,Logan Haushalter,Consumer,United States,Los Angeles,California,90008,West,OFF-BI-10004236,Office Supplies,Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",$12,1,0.2,$4,Oct,ober,10
6611,CA-2016-168921,Thursday 20 October 2016,Saturday 22 October 2016,First Class,AG-10495,Andrew Gjertsen,Corporate,United States,Los Angeles,California,90049,West,OFF-BI-10004209,Office Supplies,Binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg",$19,3,0.2,$6,Oct,ober,10
6672,CA-2014-154837,Saturday 23 August 2014,Wednesday 27 August 2014,Second Class,RB-19645,Robert Barroso,Corporate,United States,Los Angeles,California,90032,West,OFF-BI-10001575,Office Supplies,Binders,GBC Linen Binding Covers,$50,2,0.2,$17,Aug,ust,8
6773,CA-2016-119018,Friday 4 November 2016,Tuesday 8 November 2016,Standard Class,CW-11905,Carl Weiss,Home Office,United States,Los Angeles,California,90004,West,OFF-BI-10003314,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,$8,2,0.2,$3,Nov,ember,11
6774,CA-2016-119018,Friday 4 November 2016,Tuesday 8 November 2016,Standard Class,CW-11905,Carl Weiss,Home Office,United States,Los Angeles,California,90004,West,OFF-BI-10000494,Office Supplies,Binders,Acco Economy Flexible Poly Round Ring Binder,$4,1,0.2,$1,Nov,ember,11
6865,US-2016-126452,Sunday 21 August 2016,Sunday 28 August 2016,Standard Class,SC-20230,Scot Coram,Corporate,United States,Los Angeles,California,90004,West,OFF-BI-10004465,Office Supplies,Binders,Avery Durable Slant Ring Binders,$13,2,0.2,$5,Aug,ust,8
6889,CA-2017-120222,Tuesday 25 April 2017,Tuesday 2 May 2017,Standard Class,LL-16840,Lauren Leatherbury,Consumer,United States,Los Angeles,California,90032,West,OFF-BI-10000666,Office Supplies,Binders,Surelock Post Binders,$73,3,0.2,$28,Apr,il,4
6953,CA-2015-129917,Friday 2 October 2015,Saturday 3 October 2015,First Class,HM-14980,Henry MacAllister,Consumer,United States,Los Angeles,California,90008,West,OFF-BI-10001757,Office Supplies,Binders,Pressboard Hanging Data Binders for Unburst Sheets,$12,3,0.2,$4,Oct,ober,10
6954,CA-2015-129917,Friday 2 October 2015,Saturday 3 October 2015,First Class,HM-14980,Henry MacAllister,Consumer,United States,Los Angeles,California,90008,West,OFF-BI-10004828,Office Supplies,Binders,GBC Poly Designer Binding Covers,$54,4,0.2,$19,Oct,ober,10
7004,CA-2014-133158,Tuesday 19 August 2014,Thursday 21 August 2014,Second Class,DW-13195,David Wiener,Corporate,United States,Los Angeles,California,90045,West,OFF-BI-10000632,Office Supplies,Binders,Satellite Sectional Post Binders,$69,2,0.2,$23,Aug,ust,8
7183,CA-2017-150609,Sunday 30 April 2017,Thursday 4 May 2017,Standard Class,NZ-18565,Nick Zandusky,Home Office,United States,Los Angeles,California,90032,West,OFF-BI-10002071,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,$23,5,0.2,$8,Apr,il,4
7363,CA-2016-163594,Tuesday 12 April 2016,Thursday 14 April 2016,First Class,JF-15295,Jason Fortune-,Consumer,United States,Los Angeles,California,90036,West,OFF-BI-10003707,Office Supplies,Binders,Aluminum Screw Posts,$37,3,0.2,$14,Apr,il,4
7440,US-2017-163657,Saturday 2 September 2017,Wednesday 6 September 2017,Standard Class,JL-15235,Janet Lee,Consumer,United States,Los Angeles,California,90049,West,OFF-BI-10000138,Office Supplies,Binders,Acco Translucent Poly Ring Binders,$19,5,0.2,$7,Sep,tember,9
7980,CA-2015-113040,Thursday 27 August 2015,Monday 31 August 2015,Standard Class,CC-12100,Chad Cunningham,Home Office,United States,Los Angeles,California,90045,West,OFF-BI-10001249,Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,$5,1,0.2,$2,Aug,ust,8
8058,CA-2015-121188,Friday 28 August 2015,Friday 4 September 2015,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Los Angeles,California,90049,West,OFF-BI-10001617,Office Supplies,Binders,GBC Wire Binding Combs,$41,5,0.2,$14,Aug,ust,8
8174,CA-2014-114125,Wednesday 9 July 2014,Sunday 13 July 2014,Standard Class,GH-14410,Gary Hansen,Home Office,United States,Los Angeles,California,90049,West,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,$42,6,0.2,$14,Jul,y,7
8541,CA-2017-147354,Thursday 9 March 2017,Monday 13 March 2017,Standard Class,KB-16315,Karl Braun,Consumer,United States,Los Angeles,California,90008,West,OFF-BI-10003910,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,$31,5,0.2,$10,Mar,ch,3
8840,CA-2014-153808,Sunday 6 April 2014,Thursday 10 April 2014,Second Class,FH-14275,Frank Hawley,Corporate,United States,Los Angeles,California,90004,West,OFF-BI-10002794,Office Supplies,Binders,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",$66,2,0.2,$24,Apr,il,4
8940,CA-2015-134117,Thursday 17 December 2015,Saturday 19 December 2015,Second Class,PG-18895,Paul Gonzalez,Consumer,United States,Los Angeles,California,90008,West,OFF-BI-10002026,Office Supplies,Binders,Avery Arch Ring Binders,$93,2,0.2,$31,Dec,ember,12
9086,CA-2016-126102,Saturday 10 September 2016,Monday 12 September 2016,Second Class,DV-13465,Dianna Vittorini,Consumer,United States,Los Angeles,California,90049,West,OFF-BI-10004318,Office Supplies,Binders,Ibico EB-19 Dual Function Manual Binding System,$277,2,0.2,$90,Sep,tember,9
9230,CA-2017-133718,Sunday 23 July 2017,Wednesday 26 July 2017,First Class,TB-21520,Tracy Blumstein,Consumer,United States,Los Angeles,California,90045,West,OFF-BI-10003429,Office Supplies,Binders,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",$15,3,0.2,$6,Jul,y,7
9238,CA-2016-126732,Friday 2 September 2016,Tuesday 6 September 2016,Standard Class,LR-16915,Lena Radford,Consumer,United States,Los Angeles,California,90036,West,OFF-BI-10001553,Office Supplies,Binders,SpineVue Locking Slant-D Ring Binders by Cardinal,$7,1,0.2,$3,Sep,tember,9
9252,CA-2017-155712,Thursday 2 March 2017,Wednesday 8 March 2017,Standard Class,KD-16615,Ken Dana,Corporate,United States,Los Angeles,California,90008,West,OFF-BI-10004224,Office Supplies,Binders,Catalog Binders with Expanding Posts,$108,2,0.2,$34,Mar,ch,3
9326,CA-2017-121853,Saturday 23 September 2017,Friday 29 September 2017,Standard Class,DB-13660,Duane Benoit,Consumer,United States,Los Angeles,California,90036,West,OFF-BI-10000977,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,$73,3,0.2,$24,Sep,tember,9
9453,CA-2015-129546,Monday 28 September 2015,Monday 5 October 2015,Standard Class,RP-19855,Roy Phan,Corporate,United States,Los Angeles,California,90032,West,OFF-BI-10004001,Office Supplies,Binders,GBC Recycled VeloBinder Covers,$82,6,0.2,$27,Sep,tember,9
9739,CA-2017-129294,Thursday 16 March 2017,Tuesday 21 March 2017,Standard Class,KD-16615,Ken Dana,Corporate,United States,Los Angeles,California,90032,West,OFF-BI-10004236,Office Supplies,Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",$70,6,0.2,$23,Mar,ch,3
9740,CA-2017-129294,Thursday 16 March 2017,Tuesday 21 March 2017,Standard Class,KD-16615,Ken Dana,Corporate,United States,Los Angeles,California,90032,West,OFF-BI-10001757,Office Supplies,Binders,Pressboard Hanging Data Binders for Unburst Sheets,$20,5,0.2,$7,Mar,ch,3
9849,CA-2017-169327,Saturday 2 September 2017,Monday 4 September 2017,Second Class,MH-17290,Marc Harrigan,Home Office,United States,Los Angeles,California,90008,West,OFF-BI-10004330,Office Supplies,Binders,"GBC Velobind Prepunched Cover Sets, Regency Series",$148,5,0.2,$46,Sep,tember,9
9953,CA-2015-141593,Monday 14 December 2015,Wednesday 16 December 2015,Second Class,DB-12970,Darren Budd,Corporate,United States,Los Angeles,California,90045,West,OFF-BI-10001153,Office Supplies,Binders,Ibico Recycled Grain-Textured Covers,$55,2,0.2,$21,Dec,ember,12
9955,CA-2015-141593,Monday 14 December 2015,Wednesday 16 December 2015,Second Class,DB-12970,Darren Budd,Corporate,United States,Los Angeles,California,90045,West,OFF-BI-10000948,Office Supplies,Binders,"GBC Laser Imprintable Binding System Covers, Desert Sand",$34,3,0.2,$12,Dec,ember,12
9979,US-2016-103674,Tuesday 6 December 2016,Saturday 10 December 2016,Standard Class,AP-10720,Anne Pryor,Home Office,United States,Los Angeles,California,90032,West,OFF-BI-10003727,Office Supplies,Binders,Avery Durable Slant Ring Binders With Label Holder,$13,4,0.2,$5,Dec,ember,12
9980,US-2016-103674,Tuesday 6 December 2016,Saturday 10 December 2016,Standard Class,AP-10720,Anne Pryor,Home Office,United States,Los Angeles,California,90032,West,OFF-BI-10002026,Office Supplies,Binders,Ibico Recycled Linen-Style Covers,$437,14,0.2,$153,Dec,ember,12
21,CA-2014-143336,Wednesday 27 August 2014,Monday 1 September 2014,Second Class,ZD-21925,Zuschuss Donatelli,Consumer,United States,San Francisco,California,94109,West,OFF-BI-10002215,Office Supplies,Binders,"Wilson Jones Hanging View Binder, White, 1""",$23,4,0.2,$7,Aug,ust,8
98,CA-2017-157833,Saturday 17 June 2017,Tuesday 20 June 2017,First Class,KD-16345,Katherine Ducich,Consumer,United States,San Francisco,California,94122,West,OFF-BI-10001721,Office Supplies,Binders,Trimflex Flexible Post Binders,$51,3,0.2,$18,Jun,e,6
274,CA-2015-155334,Thursday 30 July 2015,Friday 31 July 2015,First Class,HA-14920,Helen Andreada,Consumer,United States,San Francisco,California,94109,West,OFF-BI-10002557,Office Supplies,Binders,Presstex Flexible Ring Binders,$11,3,0.2,$4,Jul,y,7
338,CA-2014-129924,Saturday 12 July 2014,Thursday 17 July 2014,Standard Class,AC-10420,Alyssa Crouse,Corporate,United States,San Francisco,California,94122,West,OFF-BI-10003314,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,$8,2,0.2,$3,Jul,y,7
383,CA-2016-134775,Friday 28 October 2016,Saturday 29 October 2016,First Class,AS-10285,Alejandro Savely,Corporate,United States,San Francisco,California,94109,West,OFF-BI-10002225,Office Supplies,Binders,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",$50,3,0.2,$17,Oct,ober,10
561,CA-2017-118731,Monday 20 November 2017,Wednesday 22 November 2017,Second Class,LP-17080,Liz Pelletier,Consumer,United States,San Francisco,California,94110,West,OFF-BI-10000069,Office Supplies,Binders,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",$84,7,0.2,$27,Nov,ember,11
629,CA-2017-133431,Sunday 17 December 2017,Thursday 21 December 2017,Standard Class,LC-17140,Logan Currie,Consumer,United States,San Francisco,California,94122,West,OFF-BI-10000605,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",$15,5,0.2,$5,Dec,ember,12
896,CA-2016-105494,Thursday 10 November 2016,Saturday 12 November 2016,First Class,PC-18745,Pamela Coakley,Corporate,United States,San Francisco,California,94122,West,OFF-BI-10003364,Office Supplies,Binders,Binding Machine Supplies,$70,3,0.2,$25,Nov,ember,11
1291,CA-2016-163384,Thursday 10 November 2016,Saturday 12 November 2016,First Class,CC-12430,Chuck Clark,Home Office,United States,San Francisco,California,94122,West,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",$13,4,0.2,$4,Nov,ember,11
1442,CA-2017-128160,Tuesday 19 December 2017,Sunday 24 December 2017,Second Class,MM-17920,Michael Moore,Consumer,United States,San Francisco,California,94110,West,OFF-BI-10001510,Office Supplies,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder,$37,2,0.2,$11,Dec,ember,12
1499,CA-2016-141586,Monday 17 October 2016,Thursday 20 October 2016,First Class,NK-18490,Neil Knudson,Home Office,United States,San Francisco,California,94122,West,OFF-BI-10003981,Office Supplies,Binders,"Avery Durable Plastic 1"" Binders",$18,5,0.2,$7,Oct,ober,10
1520,CA-2017-116204,Saturday 11 February 2017,Tuesday 14 February 2017,Second Class,VW-21775,Victoria Wilson,Corporate,United States,San Francisco,California,94110,West,OFF-BI-10001759,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",$21,7,0.2,$8,Feb,ruary,2
2173,CA-2014-152296,Friday 1 August 2014,Sunday 3 August 2014,First Class,IL-15100,Ivan Liston,Consumer,United States,San Francisco,California,94122,West,OFF-BI-10004506,Office Supplies,Binders,Wilson Jones data.warehouse D-Ring Binders with DublLock,$20,3,0.2,$7,Aug,ust,8
2219,CA-2017-130841,Friday 28 July 2017,Tuesday 1 August 2017,Standard Class,MH-17620,Matt Hagelstein,Corporate,United States,San Francisco,California,94110,West,OFF-BI-10000145,Office Supplies,Binders,Zipper Ring Binder Pockets,$10,4,0.2,$4,Jul,y,7
2230,CA-2014-128055,Monday 31 March 2014,Saturday 5 April 2014,Standard Class,AA-10315,Alex Avila,Consumer,United States,San Francisco,California,94122,West,OFF-BI-10004390,Office Supplies,Binders,GBC DocuBind 200 Manual Binding Machine,$674,2,0.2,$253,Mar,ch,3
2355,CA-2015-111514,Monday 31 August 2015,Wednesday 2 September 2015,First Class,SC-20260,Scott Cohen,Corporate,United States,San Francisco,California,94122,West,OFF-BI-10002735,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,$137,5,0.2,$46,Aug,ust,8
2499,CA-2016-126935,Thursday 19 May 2016,Tuesday 24 May 2016,Standard Class,BT-11395,Bill Tyler,Corporate,United States,San Francisco,California,94109,West,OFF-BI-10004817,Office Supplies,Binders,GBC Personal VeloBind Strips,$10,1,0.2,$3,May,,5
2618,CA-2017-147942,Saturday 1 April 2017,Wednesday 5 April 2017,Standard Class,MS-17365,Maribeth Schnelling,Consumer,United States,San Francisco,California,94110,West,OFF-BI-10001294,Office Supplies,Binders,Fellowes Binding Cases,$122,13,0.2,$38,Apr,il,4
2763,CA-2017-126536,Thursday 12 October 2017,Saturday 14 October 2017,First Class,NK-18490,Neil Knudson,Home Office,United States,San Francisco,California,94110,West,OFF-BI-10001191,Office Supplies,Binders,Canvas Sectional Post Binders,$102,5,0.2,$37,Oct,ober,10
2885,CA-2016-164483,Saturday 30 January 2016,Wednesday 3 February 2016,Standard Class,JF-15490,Jeremy Farry,Consumer,United States,San Francisco,California,94122,West,OFF-BI-10000014,Office Supplies,Binders,Heavy-Duty E-Z-D Binders,$17,2,0.2,$6,Jan,uary,1
2931,CA-2015-168564,Saturday 8 August 2015,Saturday 8 August 2015,Same Day,TT-21220,Thomas Thornton,Consumer,United States,San Francisco,California,94109,West,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",$7,2,0.2,$2,Aug,ust,8
2932,CA-2015-168564,Saturday 8 August 2015,Saturday 8 August 2015,Same Day,TT-21220,Thomas Thornton,Consumer,United States,San Francisco,California,94109,West,OFF-BI-10002557,Office Supplies,Binders,Presstex Flexible Ring Binders,$7,2,0.2,$3,Aug,ust,8
3372,CA-2017-123778,Saturday 23 September 2017,Saturday 30 September 2017,Standard Class,BS-11755,Bruce Stewart,Consumer,United States,San Francisco,California,94122,West,OFF-BI-10000822,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",$26,6,0.2,$9,Sep,tember,9
3412,CA-2016-100244,Tuesday 20 September 2016,Saturday 24 September 2016,Standard Class,GM-14695,Greg Maxwell,Corporate,United States,San Francisco,California,94122,West,OFF-BI-10003656,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine,$272,2,0.2,$88,Sep,tember,9
3415,CA-2016-100244,Tuesday 20 September 2016,Saturday 24 September 2016,Standard Class,GM-14695,Greg Maxwell,Corporate,United States,San Francisco,California,94122,West,OFF-BI-10000977,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,$49,2,0.2,$16,Sep,tember,9
3441,CA-2015-144099,Sunday 29 November 2015,Monday 30 November 2015,Same Day,PO-19195,Phillina Ober,Home Office,United States,San Francisco,California,94122,West,OFF-BI-10001078,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",$4,1,0.2,$2,Nov,ember,11
3559,CA-2017-152737,Tuesday 7 November 2017,Sunday 12 November 2017,Standard Class,TS-21505,Tony Sayre,Consumer,United States,San Francisco,California,94122,West,OFF-BI-10002982,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,$22,4,0.2,$8,Nov,ember,11
4041,CA-2014-110786,Monday 29 December 2014,Friday 2 January 2015,Standard Class,AJ-10795,Anthony Johnson,Corporate,United States,San Francisco,California,94110,West,OFF-BI-10003305,Office Supplies,Binders,Avery Hanging File Binders,$14,3,0.2,$5,Dec,ember,12
4180,US-2017-119039,Monday 6 March 2017,Friday 10 March 2017,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,San Francisco,California,94109,West,OFF-BI-10004182,Office Supplies,Binders,Economy Binders,$15,9,0.2,$5,Mar,ch,3
4343,CA-2017-105410,Sunday 19 March 2017,Wednesday 22 March 2017,First Class,ND-18370,Natalie DeCherney,Consumer,United States,San Francisco,California,94110,West,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",$20,6,0.2,$7,Mar,ch,3
4388,CA-2016-156811,Thursday 27 October 2016,Wednesday 2 November 2016,Standard Class,BP-11095,Bart Pistole,Corporate,United States,San Francisco,California,94122,West,OFF-BI-10001628,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",$25,3,0.2,$8,Oct,ober,10
4457,US-2015-146745,Thursday 3 September 2015,Tuesday 8 September 2015,Standard Class,AS-10630,Ann Steele,Home Office,United States,San Francisco,California,94110,West,OFF-BI-10003274,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",$6,2,0.2,$2,Sep,tember,9
4729,CA-2014-123323,Friday 7 November 2014,Wednesday 12 November 2014,Standard Class,LH-16900,Lena Hernandez,Consumer,United States,San Francisco,California,94110,West,OFF-BI-10003684,Office Supplies,Binders,Wilson Jones Legal Size Ring Binders,$123,7,0.2,$46,Nov,ember,11
4770,US-2016-114888,Monday 19 September 2016,Saturday 24 September 2016,Second Class,CC-12430,Chuck Clark,Home Office,United States,San Francisco,California,94109,West,OFF-BI-10003355,Office Supplies,Binders,Cardinal Holdit Business Card Pockets,$12,3,0.2,$4,Sep,tember,9
